date,amount,type,category,narration,payment_mode
01/07/2025,175000.0,CREDIT,SALARY,ACH CR - GOOGLE INDIA PAYROLL,ACH
05/07/2025,28000.0,DEBIT,EMI,ACH DR - HDFC HOME LOAN EMI,ACH
08/07/2025,75000.0,DEBIT,INVESTMENT,ACH DR - ZERODHA MUTUAL FUND SIP,ACH
10/07/2025,28000.0,DEBIT,TAX_SHIELD,NPS TRUST CONTRIBUTION PENSION,NETBANKING
12/07/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/07/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/07/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
21/07/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
24/07/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
01/08/2025,175000.0,CREDIT,SALARY,ACH CR - GOOGLE INDIA PAYROLL,ACH
05/08/2025,28000.0,DEBIT,EMI,ACH DR - HDFC HOME LOAN EMI,ACH
08/08/2025,75000.0,DEBIT,INVESTMENT,ACH DR - ZERODHA MUTUAL FUND SIP,ACH
10/08/2025,28000.0,DEBIT,TAX_SHIELD,NPS TRUST CONTRIBUTION PENSION,NETBANKING
12/08/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/08/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/08/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
21/08/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
24/08/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
01/09/2025,175000.0,CREDIT,SALARY,ACH CR - GOOGLE INDIA PAYROLL,ACH
05/09/2025,28000.0,DEBIT,EMI,ACH DR - HDFC HOME LOAN EMI,ACH
08/09/2025,75000.0,DEBIT,INVESTMENT,ACH DR - ZERODHA MUTUAL FUND SIP,ACH
10/09/2025,28000.0,DEBIT,TAX_SHIELD,NPS TRUST CONTRIBUTION PENSION,NETBANKING
12/09/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/09/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/09/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
21/09/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
24/09/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
01/10/2025,175000.0,CREDIT,SALARY,ACH CR - GOOGLE INDIA PAYROLL,ACH
05/10/2025,28000.0,DEBIT,EMI,ACH DR - HDFC HOME LOAN EMI,ACH
08/10/2025,75000.0,DEBIT,INVESTMENT,ACH DR - ZERODHA MUTUAL FUND SIP,ACH
10/10/2025,28000.0,DEBIT,TAX_SHIELD,NPS TRUST CONTRIBUTION PENSION,NETBANKING
12/10/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/10/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/10/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
21/10/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
24/10/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
01/11/2025,175000.0,CREDIT,SALARY,ACH CR - GOOGLE INDIA PAYROLL,ACH
05/11/2025,28000.0,DEBIT,EMI,ACH DR - HDFC HOME LOAN EMI,ACH
08/11/2025,75000.0,DEBIT,INVESTMENT,ACH DR - ZERODHA MUTUAL FUND SIP,ACH
10/11/2025,28000.0,DEBIT,TAX_SHIELD,NPS TRUST CONTRIBUTION PENSION,NETBANKING
12/11/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/11/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/11/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
21/11/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
24/11/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
01/12/2025,175000.0,CREDIT,SALARY,ACH CR - GOOGLE INDIA PAYROLL,ACH
05/12/2025,28000.0,DEBIT,EMI,ACH DR - HDFC HOME LOAN EMI,ACH
08/12/2025,75000.0,DEBIT,INVESTMENT,ACH DR - ZERODHA MUTUAL FUND SIP,ACH
10/12/2025,28000.0,DEBIT,TAX_SHIELD,NPS TRUST CONTRIBUTION PENSION,NETBANKING
12/12/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/12/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/12/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
21/12/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
24/12/2025,4000.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/03/2025,280000.0,CREDIT,GENERAL_CREDIT,NEFT CR - GOOGLE ANNUAL PERFORMANCE BONUS,NEFT
20/09/2025,220000.0,CREDIT,REDEMPTION,GROWW REDEMPTION MUTUAL FUND DIVIDEND,ACH
