date,amount,type,category,narration,payment_mode
07/02/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/02/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/02/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/02/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/02/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/02/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/02/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/02/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/02/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/02/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/02/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/02/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/02/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/03/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/03/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/03/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/03/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/03/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/03/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/03/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/03/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/03/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/03/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/03/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/03/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/03/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/03/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/03/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/04/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/04/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/04/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/04/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/04/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/04/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/04/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/04/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/04/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/04/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/04/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/04/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/04/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/04/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/04/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/05/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/05/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/05/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/05/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/05/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/05/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/05/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/05/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/05/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/05/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/05/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/05/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/05/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/05/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/05/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/06/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/06/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/06/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/06/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/06/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/06/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/06/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/06/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/06/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/06/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/06/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/06/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/06/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/06/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/06/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/07/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/07/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/07/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/07/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/07/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/07/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/07/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/07/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/07/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/07/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/07/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/07/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/07/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/07/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/07/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/08/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/08/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/08/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/08/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/08/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/08/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/08/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/08/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/08/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/08/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/08/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/08/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/08/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/08/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/08/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/09/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/09/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/09/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/09/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/09/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/09/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/09/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/09/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/09/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/09/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/09/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/09/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/09/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/09/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/09/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/10/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/10/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/10/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/10/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/10/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/10/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/10/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/10/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/10/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/10/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/10/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/10/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/10/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/10/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/10/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/11/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/11/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/11/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/11/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/11/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/11/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/11/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/11/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/11/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/11/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/11/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/11/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/11/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/11/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/11/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
01/12/2025,82000.0,CREDIT,SALARY,ACH CR - TCS CORP SALARY,ACH
04/12/2025,31000.0,DEBIT,RENT,UPI - HDFC RENT TO LANDLORD,UPI
07/12/2025,6000.0,DEBIT,INVESTMENT,ACH DR - KFINTECH MUTUAL FUND SIP,ACH
10/12/2025,2500.0,DEBIT,TAX_SHIELD,HDFC LIFE INSURANCE PREMIUM,NETBANKING
11/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
12/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
13/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
14/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
15/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
16/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
17/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
18/12/2025,320.0,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
19/12/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
20/12/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
21/12/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
22/12/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
23/12/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
24/12/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
25/12/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
26/12/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
27/12/2025,3800.0,DEBIT,SHOPPING,AMAZON PAY INDIA,UPI
28/12/2025,3800.0,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
15/03/2025,88666.67,CREDIT,GENERAL_CREDIT,UPI - TECH ADVISORY CLIENT PAYMENT,UPI
15/07/2025,88666.67,CREDIT,GENERAL_CREDIT,UPI - TECH ADVISORY CLIENT PAYMENT,UPI
15/11/2025,88666.67,CREDIT,GENERAL_CREDIT,UPI - TECH ADVISORY CLIENT PAYMENT,UPI
