transaction_id,user_id,date,amount,type,category,narration,payment_mode
TXN_B6C638A4,1502,2025-03-18,459.54,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_609D2380,1502,2025-03-20,182.63,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_F7EA4C03,1502,2025-03-04,448.8,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_14569961,1502,2025-03-08,65.49,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_B6314E3A,1502,2025-03-03,362.04,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_F9FCD453,1502,2025-03-25,274.39,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_BB1689D1,1502,2025-03-05,330.29,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_BABEA4FE,1502,2025-03-09,272.18,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_54C45046,1502,2025-03-07,448.72,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_D882DDEC,1502,2025-03-23,177.16,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_7EFE9420,1502,2025-03-15,435.83,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E163CD7A,1502,2025-03-04,149.08,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_246717AE,1502,2025-03-11,49.26,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_588C1FC0,1502,2025-03-19,136.9,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_1F429F93,1502,2025-03-23,317.69,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_D4CCB2FE,1502,2025-03-03,438.38,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_334CCFB1,1502,2025-03-03,266.23,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_B6070338,1502,2025-03-22,253.58,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_BC2A8DAC,1502,2025-03-24,451.63,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_93BF5E01,1502,2025-03-08,385.23,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_62A4B673,1502,2025-03-07,81.5,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_DEE12393,1502,2025-03-12,226.37,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_518A27C0,1502,2025-04-02,74783.33,CREDIT,SALARY,ACH CR - INFOSYS LTD,ACH
TXN_AC9C5643,1502,2025-04-06,9283.6,DEBIT,RENT,CRED RENT PAY,UPI
TXN_0A6D8F04,1502,2025-04-09,33091.62,DEBIT,INVESTMENT,KFINTECH MF SIP,ACH
TXN_0CBDD2F0,1502,2025-04-02,217.15,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_18D0F5A0,1502,2025-04-26,419.14,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_1CE45368,1502,2025-04-07,123.69,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_39CF7BC6,1502,2025-04-05,225.63,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_B7B8827B,1502,2025-04-15,149.91,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_C2E1902F,1502,2025-04-15,395.53,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_7815AC49,1502,2025-04-02,326.94,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_6383630B,1502,2025-04-03,447.6,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_B7613DBF,1502,2025-04-06,218.82,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_D065FE35,1502,2025-04-07,420.45,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_6625B52F,1502,2025-04-06,206.75,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E9B5CEBD,1502,2025-04-09,447.67,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E2D82DBB,1502,2025-04-10,226.12,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A076E7B1,1502,2025-04-05,123.56,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_6518EF38,1502,2025-04-02,294.84,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_44EC735E,1502,2025-04-24,177.99,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_7013F040,1502,2025-04-19,249.79,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_AEA4A578,1502,2025-04-02,462.74,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_0F53E22B,1502,2025-05-02,74783.33,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_07157854,1502,2025-05-06,9283.6,DEBIT,RENT,UPI - RENT TO LANDLORD,UPI
TXN_D5842A20,1502,2025-05-09,33091.62,DEBIT,INVESTMENT,KFINTECH MF SIP,ACH
TXN_1C47A668,1502,2025-05-22,419.2,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_C40369F5,1502,2025-05-04,454.3,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_6785B639,1502,2025-05-19,301.59,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_249D6AE9,1502,2025-05-14,329.24,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_75A5A208,1502,2025-05-09,129.87,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_BFCBD8D1,1502,2025-05-08,156.87,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_0B87A44E,1502,2025-05-22,324.02,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A5C146D1,1502,2025-05-11,448.77,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_83D322AD,1502,2025-05-01,241.65,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_83E05D99,1502,2025-05-03,276.56,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_684CAA54,1502,2025-05-05,450.63,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_92B1E4DC,1502,2025-05-08,202.59,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_24B43812,1502,2025-05-15,406.85,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_EACCC284,1502,2025-05-20,472.9,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_308006FB,1502,2025-05-22,399.53,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_45E3F616,1502,2025-05-22,85.58,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_6714B735,1502,2025-05-09,90.79,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_5FB8DFE2,1502,2025-06-01,74783.33,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_310E315F,1502,2025-06-05,9283.6,DEBIT,RENT,NEFT - NOBROKER RENT,UPI
TXN_32C34704,1502,2025-06-08,33091.62,DEBIT,INVESTMENT,GROWW MUTUAL FUND,ACH
TXN_5F5512FB,1502,2025-06-23,190.87,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_1DEC7CDC,1502,2025-06-17,254.95,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_1F004E95,1502,2025-06-03,319.09,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_0BAD8629,1502,2025-06-02,41.56,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_38E7F0CD,1502,2025-06-21,471.11,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_8B4D10AE,1502,2025-06-24,234.41,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_BDB224E3,1502,2025-06-18,44.25,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_BCEE4968,1502,2025-06-23,437.73,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_3F533576,1502,2025-06-27,202.46,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_C5BAD186,1502,2025-06-14,96.08,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_AA82E9ED,1502,2025-06-12,435.55,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_6B731722,1502,2025-06-12,132.43,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_4629076C,1502,2025-06-22,85.23,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E411AEFC,1502,2025-06-20,369.77,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_934B2C36,1502,2025-06-28,111.5,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_3CB3F26B,1502,2025-06-14,50.91,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_B31C8FCC,1502,2025-06-26,449.56,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_3B0F12E5,1502,2025-06-09,110.05,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_92F06D46,1502,2025-06-13,423.75,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_C4A4987C,1502,2025-06-08,127.81,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_571B7568,1502,2025-06-12,174.28,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_BB6405A9,1502,2025-07-01,74783.33,CREDIT,SALARY,SALARY CREDIT - TCS CORP,ACH
TXN_AD8F653E,1502,2025-07-05,9283.6,DEBIT,RENT,UPI - RENT TO LANDLORD,UPI
TXN_5DF5739F,1502,2025-07-08,33091.62,DEBIT,INVESTMENT,KFINTECH MF SIP,ACH
TXN_5D6B89F2,1502,2025-07-13,184.44,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_F4F5ED0C,1502,2025-07-25,162.81,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_3BEAEA8C,1502,2025-07-22,471.71,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_3643DD54,1502,2025-07-01,90.75,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_FC2D80B3,1502,2025-07-06,295.46,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_DF306BD8,1502,2025-07-02,87.7,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_95506F88,1502,2025-07-12,360.56,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_AE396F45,1502,2025-07-14,306.73,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_8988349A,1502,2025-07-13,435.78,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_13E18D6B,1502,2025-07-09,59.53,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_AE31661F,1502,2025-07-01,268.76,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_649EF202,1502,2025-07-12,229.77,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_F2F8761B,1502,2025-07-20,178.12,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_FF486EFB,1502,2025-07-24,436.02,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_B0F421AC,1502,2025-07-22,219.69,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_44CC22D3,1502,2025-07-23,170.09,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_58A2C573,1502,2025-07-07,225.0,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_5DEFD39A,1502,2025-07-22,369.18,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_B517C301,1502,2025-07-20,290.41,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_518E670A,1502,2025-07-18,406.84,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_F007C611,1502,2025-07-10,132.48,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_169C5129,1502,2025-07-31,74783.33,CREDIT,SALARY,CMS SALARY CR - WIPRO,ACH
TXN_CF5DA0C1,1502,2025-08-04,9283.6,DEBIT,RENT,NEFT - NOBROKER RENT,UPI
TXN_1E3B5875,1502,2025-08-07,33091.62,DEBIT,INVESTMENT,GROWW MUTUAL FUND,ACH
TXN_2389829A,1502,2025-07-17,248.2,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_4BA2CEA6,1502,2025-07-22,77.31,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_DCC136AC,1502,2025-07-03,400.11,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_5054E836,1502,2025-07-22,176.58,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_3E10D663,1502,2025-07-05,50.75,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_C0B19EA7,1502,2025-07-16,308.96,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_B482CAC1,1502,2025-07-15,222.35,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_9A38D7C1,1502,2025-07-23,346.4,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_3978BB6A,1502,2025-07-13,147.35,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_A0CA214F,1502,2025-07-25,418.59,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_8B252522,1502,2025-07-25,227.06,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_0611D8BA,1502,2025-07-26,461.51,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_E622E0B4,1502,2025-07-02,285.26,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_831B6D13,1502,2025-07-15,98.67,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_23F99851,1502,2025-07-22,273.7,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_4CB34F60,1502,2025-07-25,432.23,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_852E4FD7,1502,2025-07-27,439.02,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_B6C3B54C,1502,2025-07-06,367.21,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_80A0B9D2,1502,2025-07-15,154.04,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_904992E2,1502,2025-07-27,320.57,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_BE2FD6A8,1502,2025-07-21,145.27,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_D7791768,1502,2025-08-30,74783.33,CREDIT,SALARY,ACH CR - INFOSYS LTD,ACH
TXN_C7224A8E,1502,2025-09-03,9283.6,DEBIT,RENT,CRED RENT PAY,UPI
TXN_1D3631E2,1502,2025-09-06,33091.62,DEBIT,INVESTMENT,GROWW MUTUAL FUND,ACH
TXN_715807FD,1502,2025-08-09,187.77,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_527D13CB,1502,2025-08-05,106.37,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_8B11CC11,1502,2025-08-23,107.23,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_889DF56D,1502,2025-08-03,222.54,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_A0662A7F,1502,2025-08-18,245.01,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_D034B6A2,1502,2025-08-07,406.47,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_87C396D4,1502,2025-08-25,296.99,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_DE93FEC7,1502,2025-08-28,427.49,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_A4EAA63B,1502,2025-08-16,42.59,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_218A49F4,1502,2025-08-10,371.53,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_1DAD7229,1502,2025-08-18,368.91,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_AA30CBBB,1502,2025-08-16,136.55,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_3A3D5756,1502,2025-08-16,52.77,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_492885EA,1502,2025-08-22,338.82,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_1BEFCAD3,1502,2025-08-24,112.62,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_6DCBB7B6,1502,2025-08-05,471.52,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_1F9C4849,1502,2025-08-13,300.43,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_A31BE05F,1502,2025-08-03,322.81,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_EFD7B9BE,1502,2025-08-28,243.15,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_193BF02C,1502,2025-08-09,206.81,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_876267B3,1502,2025-08-15,183.81,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_5977F26F,1502,2025-08-09,370.88,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_1C1DB355,1502,2025-09-29,74783.33,CREDIT,SALARY,NEFT CR - GOOGLE INDIA,ACH
TXN_31BAE589,1502,2025-10-03,9283.6,DEBIT,RENT,UPI - RENT TO LANDLORD,UPI
TXN_23AF0F13,1502,2025-10-06,33091.62,DEBIT,INVESTMENT,GROWW MUTUAL FUND,ACH
TXN_F259AAEA,1502,2025-09-24,277.34,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_3D6854DC,1502,2025-09-08,326.06,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_FD07F59C,1502,2025-09-25,53.65,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_A336264B,1502,2025-09-07,409.26,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_67D81C7B,1502,2025-09-08,95.54,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_5B2BDD62,1502,2025-09-19,457.01,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_39A805FE,1502,2025-09-23,152.75,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_0F593A8F,1502,2025-09-06,306.59,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_B7E5AADA,1502,2025-09-25,400.49,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_AF435B97,1502,2025-09-04,294.62,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_0D9CA8C3,1502,2025-09-19,338.03,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_88B633E9,1502,2025-09-13,454.25,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_81E35C7F,1502,2025-09-03,300.52,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_ABA03731,1502,2025-09-04,346.76,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_BCF55D73,1502,2025-09-28,341.07,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_D7D88C38,1502,2025-10-29,74783.33,CREDIT,SALARY,ACH CR - INFOSYS LTD,ACH
TXN_3249E4F9,1502,2025-11-02,9283.6,DEBIT,RENT,NEFT - NOBROKER RENT,UPI
TXN_F5CB999F,1502,2025-11-05,33091.62,DEBIT,INVESTMENT,KFINTECH MF SIP,ACH
TXN_B07780FB,1502,2025-10-22,203.05,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_A5B22120,1502,2025-10-01,413.81,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_8D852EE4,1502,2025-10-04,230.75,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_F63DEACD,1502,2025-10-21,432.29,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_4890EC6F,1502,2025-10-23,107.32,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_BB33677D,1502,2025-10-24,269.57,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_D8D62E08,1502,2025-10-20,395.61,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_C9FC4E8B,1502,2025-10-15,231.65,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_0C1095E6,1502,2025-10-11,414.75,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_F2F2F0E8,1502,2025-10-09,427.92,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_FADD3D5E,1502,2025-10-25,244.47,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_EAA4560D,1502,2025-10-11,52.63,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_5B094758,1502,2025-10-06,254.52,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_4F708DD0,1502,2025-10-26,153.68,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_FAEF5F67,1502,2025-10-20,348.52,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_21FD6D26,1502,2025-10-18,44.47,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_78862A55,1502,2025-10-03,146.2,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_DDA954E0,1502,2025-10-16,284.28,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_1A065118,1502,2025-10-23,249.48,DEBIT,FOOD,ZEPTO MUMBAI,UPI
TXN_742B69DA,1502,2025-10-15,388.89,DEBIT,FOOD,UPI - SWIGGY BANGALORE,UPI
TXN_25059459,1502,2025-10-10,137.5,DEBIT,FOOD,UPI - ZOMATO HYDERABAD,UPI
TXN_B5F2131D,1502,2025-10-10,332.14,DEBIT,FOOD,BLINKIT GURGAON,UPI
TXN_E41D9DCA,1502,2025-10-16,283.53,DEBIT,FOOD,BLINKIT GURGAON,UPI
